"","x"
"1504","32752:111"
"1505","32755:31"
"1506","32806:116"
"1507","32806:120"
"1508","32836:16"
"1509","32836:17"
"1510","32853:234"
"1511","32853:246"
"1512","32853:250"
"1513","32959:71"
"1514","32977:161"
"1515","32998:9"
"1516","32998:34"
"1517","32998:83"
"1518","33010:17"
"1519","33024:192"
"1520","33024:195"
"1521","33032:28"
"1522","33038:133"
"1523","33049:218"
"1524","33069:72"
"1525","33087:106"
"1526","33098:82"
"1527","33193:18"
"1528","33193:210"
"1529","33193:249"
"1530","33193:272"
"1531","33201:26"
"1532","33201:76"
"1533","33242:43"
"1534","33242:140"
"1535","33252:120"
"1536","33252:152"
"1537","33403:70"
"1538","33606:61"
"1539","33606:244"
"1540","33642:26"
"1541","33657:121"
"1542","33682:92"
"1543","33682:144"
"1544","33682:145"
"1545","33693:74"
"1546","33693:150"
"1547","33693:162"
"1548","33694:15"
"1549","33694:53"
"1550","33694:129"
"1551","33720:16"
"1552","33720:120"
"1553","33746:69"
"1554","33746:97"
"1555","33746:101"
"1556","33829:6"
"1557","33829:144"
"1558","33829:196"
"1559","33829:200"
"1560","33857:130"
"1561","33857:209"
"1562","33858:40"
"1563","33961:98"
"1564","33961:116"
"1565","34033:251"
"1566","34051:167"
"1567","34093:198"
"1568","34101:23"
"1569","34101:35"
"1570","34161:156"
"1571","34161:241"
"1572","34217:155"
"1573","34247:54"
"1574","34268:111"
"1575","34268:113"
"1576","34268:120"
"1577","34294:40"
"1578","34360:23"
"1579","34457:67"
"1580","34524:167"
"1581","34592:161"
"1582","34603:112"
"1583","34605:141"
"1584","34625:204"
"1585","34625:249"
"1586","34652:93"
"1587","34652:116"
"1588","34652:159"
"1589","34716:120"
"1590","34725:10"
"1591","34725:137"
"1592","34737:162"
"1593","34737:164"
"1594","34737:165"
"1595","34737:167"
"1596","34737:171"
"1597","34784:27"
"1598","34932:178"
"1599","34981:24"
"1600","34996:183"
"1601","35000:161"
"1602","35038:139"
"1603","35054:143"
"1604","35054:150"
"1605","35054:154"
"1606","35054:165"
"1607","35054:166"
"1608","35069:104"
"1609","35124:55"
"1610","35144:174"
"1611","35181:70"
"1612","35181:107"
"1613","35181:117"
"1614","35188:33"
"1615","35204:92"
"1616","35210:132"
"1617","35224:49"
"1618","35243:164"
"1619","35355:147"
"1620","35361:199"
"1621","35415:146"
"1622","35432:159"
"1623","35439:190"
"1624","35454:81"
"1625","35543:130"
"1626","35563:49"
"1627","35563:76"
"1628","35563:139"
"1629","35651:15"
"1630","35651:16"
"1631","35651:90"
"1632","35675:12"
"1633","35690:178"
"1634","35724:168"
"1635","35727:56"
"1636","35731:88"
"1637","35770:47"
"1638","35770:120"
"1639","35940:156"
"1640","35942:69"
"1641","35942:108"
"1642","35980:252"
"1643","35981:150"
"1644","35987:14"
"1645","35987:35"
"1646","35987:159"
"1647","35987:174"
"1648","35987:175"
"1649","35987:182"
"1650","35987:197"
"1651","36004:119"
"1652","36026:6"
"1653","36026:200"
"1654","36048:138"
"1655","36048:167"
"1656","36049:127"
"1657","36106:10"
"1658","36106:61"
"1659","36106:67"
"1660","36139:87"
"1661","36144:35"
"1662","36144:65"
"1663","36144:85"
"1664","36144:209"
"1665","36171:42"
"1666","36171:99"
"1667","36185:195"
"1668","36197:91"
"1669","36217:83"
"1670","36217:88"
"1671","36238:158"
"1672","36244:56"
"1673","36244:100"
"1674","36244:103"
"1675","36246:132"
"1676","36252:44"
"1677","36265:52"
"1678","36265:97"
"1679","36319:143"
"1680","36319:210"
"1681","36343:142"
"1682","36386:59"
"1683","36419:112"
"1684","36419:143"
"1685","36419:158"
"1686","36419:159"
"1687","36431:21"
"1688","36431:46"
"1689","36431:56"
"1690","36735:78"
"1691","36825:235"
"1692","36867:88"
"1693","37047:204"
"1694","37110:165"
"1695","37117:208"
"1696","37117:214"
"1697","37332:43"
"1698","37332:269"
"1699","37403:130"
"1700","37497:55"
"1701","37571:181"
"1702","37599:139"
"1703","37603:270"
"1704","37630:155"
"1705","37630:174"
"1706","37631:66"
"1707","37631:110"
"1708","37631:112"
"1709","37727:41"
"1710","37841:37"
"1711","37841:40"
"1712","37888:94"
"1713","37888:121"
"1714","38005:63"
"1715","38157:119"
"1716","38186:6"
"1717","38219:193"
"1718","38219:217"
"1719","38254:154"
"1720","38259:35"
"1721","38291:183"
"1722","38291:238"
"1723","38329:154"
"1724","38395:79"
"1725","38395:130"
"1726","38426:163"
"1727","38426:171"
"1728","38427:27"
"1729","38427:78"
"1730","38427:101"
"1731","38427:106"
"1732","38427:167"
"1733","38427:189"
"1734","38473:70"
"1735","38659:149"
"1736","38659:190"
"1737","38696:31"
"1738","38701:30"
"1739","38701:179"
"1740","38757:83"
"1741","38757:88"
"1742","38757:104"
"1743","38757:191"
"1744","38757:192"
"1745","38757:196"
"1746","38757:197"
"1747","38833:101"
"1748","38904:69"
"1749","38931:145"
"1750","38931:156"
"1751","38986:87"
"1752","39003:58"
"1753","39003:95"
"1754","39003:124"
"1755","39047:263"
"1756","39047:277"
"1757","39062:163"
"1758","39088:38"
"1759","39088:64"
"1760","39088:230"
"1761","39222:50"
"1762","39222:157"
"1763","39358:14"
"1764","39364:220"
"1765","39408:132"
"1766","39514:100"
"1767","39553:154"
"1768","39625:20"
"1769","39625:39"
"1770","39625:205"
"1771","39644:26"
"1772","39717:90"
"1773","39717:199"
"1774","39717:204"
"1775","39732:123"
"1776","39732:159"
"1777","39741:63"
"1778","39741:154"
"1779","39764:15"
"1780","39764:166"
"1781","39780:180"
"1782","39780:192"
"1783","39834:158"
"1784","39945:111"
"1785","39948:44"
"1786","39992:119"
"1787","39992:159"
"1788","40025:67"
"1789","40028:238"
"1790","40044:181"
"1791","40064:150"
"1792","40102:14"
"1793","40102:116"
"1794","40102:168"
"1795","40162:24"
"1796","40211:92"
"1797","40211:191"
"1798","40211:242"
"1799","40239:117"
"1800","40239:137"
"1801","40240:34"
"1802","40240:186"
"1803","40316:81"
"1804","40316:130"
"1805","40383:90"
"1806","40437:39"
"1807","40437:57"
"1808","40437:99"
"1809","40437:160"
"1810","40511:125"
"1811","40595:16"
"1812","40595:17"
"1813","40599:21"
"1814","40599:32"
"1815","40599:52"
"1816","40599:133"
"1817","40620:25"
"1818","40684:70"
"1819","40684:86"
"1820","40684:87"
"1821","40684:165"
"1822","40741:70"
"1823","40819:85"
"1824","40819:205"
"1825","40819:208"
"1826","40864:261"
"1827","40918:62"
"1828","40918:97"
"1829","40918:100"
"1830","40918:112"
"1831","40923:195"
"1832","40937:224"
"1833","41011:30"
"1834","41011:33"
"1835","41011:42"
"1836","41011:72"
"1837","41066:83"
"1838","41066:86"
"1839","41066:173"
"1840","41180:40"
"1841","41180:81"
"1842","41195:69"
"1843","41237:231"
"1844","41249:143"
"1845","41253:106"
"1846","41305:134"
"1847","41337:190"
"1848","41373:111"
"1849","41374:90"
"1850","41397:15"
"1851","41436:181"
"1852","41436:221"
"1853","41482:122"
"1854","41482:186"
"1855","41528:84"
"1856","41659:255"
"1857","41690:44"
"1858","41690:87"
"1859","41690:128"
"1860","41692:154"
"1861","41774:93"
"1862","41777:166"
"1863","41777:251"
"1864","41784:14"
"1865","42016:144"
"1866","42018:24"
"1867","42018:68"
"1868","42097:161"
"1869","42219:127"
"1870","42381:15"
"1871","42381:47"
"1872","42386:102"
"1873","42452:27"
"1874","42452:118"
"1875","42452:150"
"1876","42656:17"
"1877","42656:215"
"1878","42742:48"
"1879","42742:175"
"1880","42776:91"
"1881","42782:36"
"1882","42803:5"
"1883","42803:164"
"1884","42803:177"
"1885","42934:10"
"1886","42934:90"
"1887","43086:129"
"1888","43087:88"
"1889","43214:26"
"1890","43214:184"
"1891","43273:48"
"1892","43273:146"
"1893","43282:157"
"1894","43282:161"
"1895","43282:208"
"1896","43282:209"
"1897","43282:210"
"1898","43282:217"
"1899","43282:218"
"1900","43302:150"
"1901","43302:216"
"1902","43457:39"
"1903","43457:164"
"1904","43457:238"
"1905","43503:171"
"1906","43527:207"
"1907","43534:274"
"1908","43638:91"
"1909","43638:176"
"1910","43638:247"
"1911","43638:260"
"1912","43720:53"
"1913","43767:156"
"1914","43825:61"
"1915","43977:10"
"1916","43977:135"
"1917","43977:206"
"1918","44071:117"
"1919","44118:79"
"1920","44123:189"
"1921","44150:60"
"1922","44158:157"
"1923","44199:70"
"1924","44199:180"
"1925","44205:121"
"1926","44222:107"
"1927","44255:74"
"1928","44295:91"
"1929","44456:99"
"1930","44458:85"
"1931","44476:150"
"1932","44529:20"
"1933","44565:64"
"1934","44565:84"
"1935","44611:110"
"1936","44649:49"
"1937","44674:139"
"1938","44674:181"
"1939","44674:198"
"1940","44823:96"
"1941","44840:102"
"1942","44840:166"
"1943","44840:174"
"1944","44840:180"
"1945","44840:234"
"1946","44967:155"
"1947","44972:34"
"1948","44972:139"
"1949","45016:19"
"1950","45025:168"
"1951","45025:169"
"1952","45072:177"
"1953","45081:235"
"1954","45090:103"
"1955","45090:200"
"1956","45247:72"
"1957","45247:141"
"1958","45255:127"
"1959","45302:87"
"1960","45308:16"
"1961","45308:81"
"1962","45316:55"
"1963","45316:102"
"1964","45316:141"
"1965","45316:208"
"1966","45427:77"
"1967","45486:36"
"1968","45486:96"
"1969","45486:117"
"1970","45505:17"
"1971","45505:32"
"1972","45505:42"
"1973","45505:65"
"1974","45505:213"
"1975","45505:228"
"1976","45538:202"
"1977","45569:224"
"1978","45697:57"
"1979","45726:23"
"1980","45726:113"
"1981","45726:132"
"1982","45726:152"
"1983","45773:190"
"1984","45784:147"
"1985","45784:235"
"1986","45784:236"
"1987","45852:61"
"1988","45852:97"
"1989","45852:206"
"1990","45951:106"
"1991","45951:110"
"1992","45951:112"
"1993","46011:133"
"1994","46027:75"
"1995","46069:173"
"1996","46091:190"
"1997","46091:202"
"1998","46190:99"
"1999","46219:10"
"2000","46249:6"
"2001","46249:44"
"2002","46253:183"
"2003","46257:139"
"2004","46294:97"
"2005","46294:117"
"2006","46297:52"
"2007","46383:41"
"2008","46383:56"
"2009","46383:87"
"2010","46383:140"
"2011","46383:149"
"2012","46388:9"
"2013","46388:123"
"2014","46491:101"
"2015","46647:194"
"2016","46687:27"
"2017","46764:24"
"2018","46764:40"
"2019","46764:119"
"2020","46826:11"
"2021","46826:51"
"2022","46921:87"
"2023","46932:98"
"2024","47030:107"
"2025","47053:181"
"2026","47067:114"
"2027","47084:89"
"2028","47236:18"
"2029","47236:23"
"2030","47236:131"
"2031","47238:16"
"2032","47260:20"
"2033","47260:26"
"2034","47260:87"
"2035","47260:103"
"2036","47299:97"
"2037","47309:62"
"2038","47309:125"
"2039","47333:40"
"2040","47333:70"
"2041","47333:92"
"2042","47333:93"
"2043","47333:94"
"2044","47333:152"
"2045","47333:162"
"2046","47357:122"
"2047","47357:147"
"2048","47357:191"
"2049","47357:193"
"2050","47399:35"
"2051","47472:240"
"2052","47507:68"
"2053","47507:159"
"2054","47507:175"
"2055","47507:184"
"2056","47507:185"
"2057","47507:186"
"2058","47507:205"
"2059","47507:220"
"2060","47537:153"
"2061","47547:94"
"2062","47713:154"
"2063","47713:202"
"2064","47713:211"
"2065","47759:42"
"2066","47759:137"
"2067","47759:226"
"2068","47804:62"
"2069","47822:85"
"2070","47861:27"
"2071","47893:62"
"2072","47908:84"
"2073","47957:86"
"2074","47957:88"
"2075","48020:131"
"2076","48068:222"
"2077","48112:144"
"2078","48127:156"
"2079","48131:89"
"2080","48224:9"
"2081","48229:166"
"2082","48269:112"
"2083","48274:217"
"2084","48285:146"
"2085","48333:252"
"2086","48343:27"
"2087","48349:50"
"2088","48349:56"
"2089","48398:10"
"2090","48398:49"
"2091","48398:162"
"2092","48409:130"
"2093","48416:95"
"2094","48481:154"
"2095","48493:57"
"2096","48493:153"
"2097","48496:116"
"2098","48496:133"
"2099","48496:170"
"2100","48496:205"
"2101","48630:167"
"2102","48646:91"
"2103","48662:47"
"2104","48662:105"
"2105","48669:38"
"2106","48676:9"
"2107","48676:47"
"2108","48676:94"
"2109","48676:111"
"2110","48686:16"
"2111","48686:38"
"2112","48687:104"
"2113","48687:151"
"2114","48720:29"
"2115","48797:175"
"2116","48803:23"
"2117","48803:107"
"2118","48817:117"
"2119","48817:168"
"2120","48819:102"
"2121","48819:165"
"2122","48969:20"
"2123","49001:110"
"2124","49021:167"
"2125","49053:15"
"2126","49053:32"
"2127","49053:103"
"2128","49053:199"
"2129","49077:13"
"2130","49077:18"
"2131","49140:6"
"2132","49140:60"
"2133","49140:112"
"2134","49140:137"
"2135","49140:193"
"2136","49140:196"
"2137","49205:160"
"2138","49242:13"
"2139","49242:75"
"2140","49242:86"
"2141","49412:113"
"2142","49412:163"
"2143","49412:177"
"2144","49412:197"
"2145","49412:244"
"2146","49491:55"
"2147","49491:76"
"2148","49518:68"
"2149","49518:191"
"2150","49519:98"
"2151","49566:192"
"2152","49566:296"
"2153","49637:12"
"2154","49637:31"
"2155","49646:85"
"2156","49666:52"
"2157","49712:87"
"2158","49879:124"
"2159","50020:189"
"2160","50086:193"
"2161","50122:75"
"2162","50129:63"
"2163","50156:168"
"2164","50162:24"
"2165","50162:117"
"2166","50180:27"
"2167","50180:122"
"2168","50279:8"
"2169","50279:97"
"2170","50279:98"
"2171","50279:122"
"2172","50304:63"
"2173","50304:64"
"2174","50304:76"
"2175","50304:148"
"2176","50430:156"
"2177","50456:105"
"2178","50456:142"
"2179","50456:191"
"2180","50484:142"
"2181","50484:189"
"2182","50539:154"
"2183","50575:181"
"2184","50594:135"
"2185","50625:200"
"2186","50631:75"
"2187","50631:84"
"2188","50631:119"
"2189","50631:146"
"2190","50637:40"
"2191","50637:170"
"2192","50688:132"
"2193","50701:111"
"2194","50703:113"
"2195","50703:195"
"2196","50703:212"
"2197","50742:71"
"2198","50742:172"
"2199","50750:87"
"2200","50767:51"
"2201","50800:201"
"2202","50840:134"
"2203","50893:85"
"2204","50893:120"
"2205","50969:89"
"2206","50974:102"
"2207","50985:12"
"2208","50985:142"
"2209","50985:154"
"2210","51002:6"
"2211","51002:13"
"2212","51002:48"
"2213","51002:98"
"2214","51046:45"
"2215","51118:135"
"2216","51178:192"
"2217","51178:196"
"2218","51178:207"
"2219","51224:17"
"2220","51224:180"
"2221","51244:179"
"2222","51270:217"
"2223","51333:148"
"2224","51353:162"
"2225","51354:139"
"2226","51456:83"
"2227","51456:153"
"2228","51487:156"
"2229","51561:21"
"2230","51643:133"
"2231","51680:92"
"2232","51752:104"
"2233","51759:39"
"2234","51773:199"
"2235","51878:202"
"2236","51909:37"
"2237","51915:29"
"2238","51915:192"
"2239","51986:154"
"2240","52001:24"
"2241","52001:75"
"2242","52085:55"
"2243","52106:143"
"2244","52106:153"
"2245","52124:38"
"2246","52124:206"
"2247","52128:124"
"2248","52227:186"
"2249","52287:48"
"2250","52287:199"
"2251","52373:11"
"2252","52373:46"
"2253","52373:74"
"2254","52373:122"
"2255","52373:134"
"2256","52373:150"
"2257","52373:156"
"2258","52380:23"
"2259","52380:164"
"2260","52464:118"
"2261","52489:129"
"2262","52583:210"
"2263","52603:88"
"2264","52603:154"
"2265","52677:192"
"2266","52701:39"
"2267","52750:64"
"2268","52761:130"
"2269","52761:175"
"2270","52820:171"
"2271","52847:22"
"2272","52847:24"
"2273","52847:209"
"2274","52994:170"
"2275","53009:102"
"2276","53090:68"
"2277","53097:113"
"2278","53142:109"
"2279","53145:140"
"2280","53188:9"
"2281","53188:46"
"2282","53219:165"
"2283","53226:55"
"2284","53226:161"
"2285","53226:181"
"2286","53320:17"
"2287","53520:51"
"2288","53653:232"
"2289","53656:240"
"2290","53673:46"
"2291","53675:31"
"2292","53721:226"
"2293","53778:91"
"2294","53778:150"
"2295","53811:74"
"2296","53811:115"
"2297","53811:129"
"2298","53820:105"
"2299","53875:177"
"2300","53880:94"
"2301","53885:101"
"2302","53885:117"
"2303","53885:147"
"2304","53885:150"
"2305","53885:152"
"2306","53885:210"
"2307","53920:233"
"2308","53968:142"
"2309","53968:146"
"2310","53991:92"
"2311","53991:229"
"2312","54111:132"
"2313","54159:7"
"2314","54159:155"
"2315","54185:106"
"2316","54185:147"
"2317","54185:201"
"2318","54239:92"
"2319","54239:105"
"2320","54239:176"
"2321","54260:209"
"2322","54313:43"
"2323","54314:136"
"2324","54382:22"
"2325","54382:46"
"2326","54382:99"
"2327","54382:193"
"2328","54382:203"
"2329","54391:29"
"2330","54413:156"
"2331","54455:208"
"2332","54455:234"
"2333","54495:59"
"2334","54495:136"
"2335","54539:19"
"2336","54539:51"
"2337","54539:124"
"2338","54539:162"
"2339","54547:12"
"2340","54547:51"
"2341","54558:141"
"2342","54588:197"
"2343","54590:144"
"2344","54621:161"
"2345","54659:11"
"2346","54659:18"
"2347","54665:132"
"2348","54708:65"
"2349","54719:36"
"2350","54725:83"
"2351","54725:108"
"2352","54735:188"
"2353","54824:70"
"2354","54959:24"
"2355","54959:35"
"2356","55093:84"
"2357","55093:150"
"2358","55227:193"
"2359","55229:191"
"2360","55337:131"
"2361","55372:130"
"2362","55390:137"
"2363","55410:35"
"2364","55410:104"
"2365","55425:89"
"2366","55491:185"
"2367","55528:114"
"2368","55575:84"
"2369","55575:106"
"2370","55575:166"
"2371","55575:243"
"2372","55613:195"
"2373","55628:67"
"2374","55636:86"
"2375","55643:19"
"2376","55683:212"
"2377","55708:193"
"2378","55759:32"
"2379","55811:46"
"2380","55855:194"
"2381","55882:93"
"2382","55882:197"
"2383","55916:56"
"2384","55916:224"
"2385","55916:243"
"2386","55918:28"
"2387","55918:151"
"2388","56001:50"
"2389","56066:46"
"2390","56164:14"
"2391","56267:194"
"2392","56273:50"
"2393","56289:147"
"2394","56410:34"
"2395","56424:59"
"2396","56444:21"
"2397","56450:87"
"2398","56457:217"
"2399","56557:27"
"2400","56595:42"
"2401","56595:43"
"2402","56595:94"
"2403","56618:129"
"2404","56641:91"
"2405","56713:75"
"2406","56713:123"
"2407","56713:131"
"2408","56810:165"
"2409","56836:151"
"2410","56986:183"
"2411","57048:165"
"2412","57061:160"
"2413","57065:90"
"2414","57081:89"
"2415","57089:58"
"2416","57115:105"
"2417","57118:105"
"2418","57118:143"
"2419","57151:47"
"2420","57171:31"
"2421","57193:126"
"2422","57193:165"
"2423","57193:181"
"2424","57278:194"
"2425","57353:118"
"2426","57447:169"
"2427","57460:38"
"2428","57482:114"
"2429","57498:19"
"2430","57556:176"
"2431","57564:119"
"2432","57564:198"
"2433","57603:183"
"2434","57603:209"
"2435","57690:53"
"2436","57792:42"
"2437","57825:87"
"2438","57825:107"
"2439","57861:147"
"2440","57901:119"
"2441","57912:168"
"2442","57944:80"
"2443","58001:15"
"2444","58105:191"
"2445","58118:106"
"2446","58128:162"
"2447","58289:228"
"2448","58381:174"
"2449","58455:111"
"2450","58467:175"
"2451","58511:91"
"2452","58511:146"
"2453","58511:165"
"2454","58585:90"
"2455","58585:92"
"2456","58585:132"
"2457","58605:145"
"2458","58633:147"
"2459","58703:30"
"2460","58768:145"
"2461","58768:202"
"2462","58768:224"
"2463","58796:122"
"2464","58816:115"
"2465","58849:61"
"2466","58849:66"
"2467","58916:78"
"2468","58916:80"
"2469","58919:175"
"2470","58919:210"
"2471","58942:27"
"2472","59017:168"
"2473","59031:148"
"2474","59120:19"
"2475","59168:83"
"2476","59231:23"
"2477","59277:123"
"2478","59277:189"
"2479","59282:105"
"2480","59304:164"
"2481","59304:240"
"2482","59350:164"
"2483","59403:77"
"2484","59403:154"
"2485","59403:155"
"2486","59403:192"
"2487","59413:24"
"2488","59438:148"
"2489","59461:45"
"2490","59596:170"
"2491","59596:195"
"2492","59625:147"
"2493","59625:161"
"2494","59625:169"
"2495","59625:173"
"2496","59625:187"
"2497","59662:188"
"2498","59751:34"
"2499","59751:44"
"2500","59751:144"
"2501","59757:189"
"2502","59808:29"
"2503","59808:218"
"2504","59829:113"
"2505","59842:100"
"2506","59842:116"
"2507","59842:142"
"2508","59842:145"
"2509","59846:176"
"2510","59905:100"
"2511","59923:220"
"2512","59948:191"
"2513","59993:11"
"2514","59993:29"
"2515","60006:119"
"2516","60090:85"
"2517","60090:108"
"2518","60095:9"
"2519","60095:23"
"2520","60095:165"
"2521","60191:35"
"2522","60206:72"
"2523","60206:115"
"2524","60206:117"
"2525","60218:118"
"2526","60395:183"
"2527","60474:20"
"2528","60474:34"
"2529","60474:179"
"2530","60485:8"
"2531","60485:85"
"2532","60485:87"
"2533","60485:99"
"2534","60485:224"
"2535","60541:140"
"2536","60558:33"
"2537","60604:77"
"2538","60659:89"
"2539","60730:40"
"2540","60801:83"
"2541","60809:214"
"2542","60819:139"
"2543","60898:135"
"2544","60898:136"
"2545","60912:135"
"2546","60916:165"
"2547","60940:163"
"2548","60946:82"
"2549","60971:85"
"2550","60978:16"
"2551","60978:57"
"2552","60978:71"
"2553","60978:75"
"2554","60978:81"
"2555","60978:105"
"2556","61022:15"
"2557","61022:77"
"2558","61022:121"
"2559","61022:128"
"2560","61022:129"
"2561","61022:135"
"2562","61022:169"
"2563","61022:213"
"2564","61022:220"
"2565","61031:175"
"2566","61031:193"
"2567","61031:206"
"2568","61079:159"
"2569","61100:104"
"2570","61273:205"
"2571","61278:156"
"2572","61299:118"
"2573","61299:134"
"2574","61316:81"
"2575","61316:216"
"2576","61344:108"
"2577","61358:117"
"2578","61462:169"
"2579","61469:45"
"2580","61525:59"
"2581","61585:58"
"2582","61648:55"
"2583","61770:184"
"2584","61780:7"
"2585","61780:203"
"2586","61887:95"
"2587","61887:96"
"2588","61887:130"
"2589","62089:33"
"2590","62115:56"
"2591","62115:133"
"2592","62137:163"
"2593","62148:11"
"2594","62148:48"
"2595","62148:99"
"2596","62180:30"
"2597","62186:73"
"2598","62232:156"
"2599","62296:157"
"2600","62335:120"
"2601","62335:141"
"2602","62335:170"
"2603","62418:91"
"2604","62418:126"
"2605","62418:129"
"2606","62504:212"
"2607","62553:182"
"2608","62553:184"
"2609","62553:200"
"2610","62648:204"
"2611","62759:23"
"2612","62759:94"
"2613","62768:128"
"2614","62780:194"
"2615","62792:156"
"2616","62792:228"
"2617","62800:191"
"2618","62800:205"
"2619","62847:124"
"2620","62847:160"
"2621","62847:169"
"2622","62946:24"
"2623","62946:80"
"2624","62946:112"
"2625","62962:65"
"2626","62962:82"
"2627","62962:181"
"2628","62962:182"
"2629","62962:185"
"2630","63086:43"
"2631","63098:259"
"2632","63125:33"
"2633","63134:28"
"2634","63134:52"
"2635","63134:54"
"2636","63134:204"
"2637","63141:52"
"2638","63141:62"
"2639","63141:196"
"2640","63141:197"
"2641","63141:198"
"2642","63141:204"
"2643","63225:37"
"2644","63225:63"
"2645","63225:86"
"2646","63225:210"
"2647","63244:13"
"2648","63244:22"
"2649","63244:25"
"2650","63244:43"
"2651","63244:142"
"2652","63244:177"
"2653","63253:27"
"2654","63253:233"
"2655","63304:52"
"2656","63304:118"
"2657","63304:238"
"2658","63320:172"
"2659","63331:91"
"2660","63332:140"
"2661","63332:145"
"2662","63332:151"
"2663","63357:112"
"2664","63390:36"
"2665","63390:161"
"2666","63425:258"
"2667","63464:142"
"2668","63473:112"
"2669","63473:156"
"2670","63476:105"
"2671","63476:106"
"2672","63476:153"
"2673","63476:171"
"2674","63492:119"
"2675","63518:28"
"2676","63635:162"
"2677","63635:202"
"2678","63636:31"
"2679","63636:46"
"2680","63691:22"
"2681","63691:27"
"2682","63691:130"
"2683","63739:263"
"2684","63807:93"
"2685","63807:101"
"2686","63831:179"
"2687","63831:180"
"2688","63847:9"
"2689","63936:96"
"2690","63936:120"
"2691","64011:73"
"2692","64020:110"
"2693","64034:71"
"2694","64034:111"
"2695","64062:85"
"2696","64146:91"
"2697","64151:163"
"2698","64166:76"
"2699","64194:20"
"2700","64194:194"
"2701","64202:233"
"2702","64283:71"
"2703","64283:142"
"2704","64397:221"
"2705","64441:113"
"2706","64563:30"
"2707","64616:239"
"2708","64639:33"
"2709","64639:54"
"2710","64706:21"
"2711","64707:144"
"2712","64707:150"
"2713","64756:261"
"2714","64821:100"
"2715","64821:119"
"2716","64821:139"
"2717","64821:160"
"2718","64848:115"
"2719","64874:37"
"2720","64874:111"
"2721","64874:138"
"2722","64874:146"
"2723","64874:176"
"2724","64874:180"
"2725","64899:143"
"2726","64906:60"
"2727","64915:24"
"2728","64915:153"
"2729","64915:161"
"2730","64915:165"
"2731","64915:166"
"2732","64915:169"
"2733","64915:170"
"2734","64915:172"
"2735","64915:173"
"2736","64915:179"
"2737","64952:64"
"2738","64992:224"
"2739","65055:129"
"2740","65166:85"
"2741","65166:99"
"2742","65166:200"
"2743","65203:59"
"2744","65203:128"
"2745","65203:131"
"2746","65269:89"
"2747","65269:160"
"2748","65346:58"
"2749","65346:164"
"2750","65346:201"
"2751","65419:107"
"2752","65419:111"
"2753","65428:25"
"2754","65428:153"
"2755","65428:215"
"2756","65462:43"
"2757","65463:59"
"2758","65504:197"
"2759","65513:29"
"2760","65522:63"
"2761","65681:65"
"2762","65681:68"
"2763","65711:11"
"2764","65711:75"
"2765","65711:125"
"2766","65711:138"
"2767","65825:69"
"2768","65881:175"
"2769","65932:130"
"2770","65932:159"
"2771","65933:25"
"2772","65933:26"
"2773","65933:89"
"2774","65933:94"
"2775","65933:146"
"2776","65933:152"
"2777","65933:164"
"2778","65933:165"
"2779","65933:182"
"2780","65933:203"
"2781","65933:216"
"2782","65933:218"
"2783","65993:24"
"2784","65995:83"
"2785","65995:152"
"2786","65995:193"
"2787","66061:18"
"2788","66061:178"
"2789","66088:149"
"2790","66088:179"
"2791","66088:182"
"2792","66143:44"
"2793","66143:150"
"2794","66220:64"
"2795","66250:152"
"2796","66270:153"
"2797","66285:47"
"2798","66285:90"
"2799","66285:143"
"2800","66297:179"
"2801","66309:26"
"2802","66312:24"
"2803","66312:55"
"2804","66346:205"
"2805","66569:118"
"2806","66658:242"
"2807","66756:134"
"2808","66761:26"
"2809","66761:96"
"2810","66761:97"
"2811","66761:189"
"2812","66761:191"
"2813","66784:25"
"2814","66784:29"
"2815","66784:43"
"2816","66784:74"
"2817","66784:80"
"2818","67006:62"
"2819","67006:83"
"2820","67084:167"
"2821","67129:244"
"2822","67165:257"
"2823","67224:169"
"2824","67273:91"
"2825","67297:113"
"2826","67382:6"
"2827","67382:34"
"2828","67441:52"
"2829","67441:63"
"2830","67441:172"
"2831","67461:20"
"2832","67468:87"
"2833","67468:99"
"2834","67473:232"
"2835","67636:91"
"2836","67636:172"
"2837","67775:173"
"2838","67802:225"
"2839","67819:113"
"2840","67819:132"
"2841","67819:169"
"2842","67946:112"
"2843","68040:154"
"2844","68047:122"
"2845","68110:91"
"2846","68110:97"
"2847","68110:121"
"2848","68110:139"
"2849","68272:50"
"2850","68272:56"
"2851","68325:253"
"2852","68329:148"
"2853","68329:190"
"2854","68332:15"
"2855","68352:154"
"2856","68425:86"
"2857","68430:95"
"2858","68470:25"
"2859","68507:92"
"2860","68507:131"
"2861","68511:135"
"2862","68511:172"
"2863","68532:72"
"2864","68532:83"
"2865","68533:191"
"2866","68538:183"
"2867","68650:52"
"2868","68671:145"
"2869","68671:163"
"2870","68682:67"
"2871","68744:174"
"2872","68791:47"
"2873","68854:197"
"2874","68863:193"
"2875","68966:200"
"2876","68996:93"
"2877","68996:130"
"2878","69055:208"
"2879","69055:242"
"2880","69062:209"
"2881","69062:224"
"2882","69160:61"
"2883","69186:41"
"2884","69297:150"
"2885","69487:194"
"2886","69491:40"
"2887","69519:44"
"2888","69526:62"
"2889","69538:215"
"2890","69550:6"
"2891","69622:103"
"2892","69622:135"
"2893","69622:158"
"2894","69622:176"
"2895","69677:101"
"2896","69677:132"
"2897","69710:270"
"2898","69710:277"
"2899","69710:337"
"2900","69710:339"
"2901","69720:205"
"2902","69863:160"
