"","x"
"1506","25827:127"
"1507","25844:93"
"1508","25844:95"
"1509","25893:101"
"1510","25917:92"
"1511","25923:48"
"1512","25954:63"
"1513","25954:131"
"1514","25954:187"
"1515","25954:190"
"1516","25954:218"
"1517","25954:252"
"1518","25973:84"
"1519","25983:97"
"1520","26001:162"
"1521","26004:152"
"1522","26023:122"
"1523","26036:16"
"1524","26127:54"
"1525","26140:17"
"1526","26140:48"
"1527","26160:209"
"1528","26174:82"
"1529","26182:74"
"1530","26182:114"
"1531","26182:118"
"1532","26182:125"
"1533","26257:51"
"1534","26257:64"
"1535","26257:128"
"1536","26257:143"
"1537","26257:152"
"1538","26257:167"
"1539","26269:99"
"1540","26269:121"
"1541","26269:135"
"1542","26269:163"
"1543","26269:165"
"1544","26269:166"
"1545","26282:17"
"1546","26282:81"
"1547","26282:175"
"1548","26294:74"
"1549","26315:76"
"1550","26431:66"
"1551","26434:183"
"1552","26479:70"
"1553","26519:78"
"1554","26519:90"
"1555","26519:189"
"1556","26519:228"
"1557","26534:135"
"1558","26539:156"
"1559","26601:101"
"1560","26636:123"
"1561","26636:133"
"1562","26670:83"
"1563","26670:104"
"1564","26696:166"
"1565","26696:183"
"1566","26702:71"
"1567","26800:85"
"1568","26800:107"
"1569","26800:166"
"1570","26814:125"
"1571","26917:80"
"1572","26956:55"
"1573","26956:82"
"1574","26956:128"
"1575","26956:138"
"1576","27070:59"
"1577","27070:163"
"1578","27073:11"
"1579","27073:62"
"1580","27074:278"
"1581","27082:96"
"1582","27122:157"
"1583","27151:65"
"1584","27151:116"
"1585","27237:18"
"1586","27254:46"
"1587","27254:95"
"1588","27285:125"
"1589","27295:133"
"1590","27295:153"
"1591","27295:178"
"1592","27317:6"
"1593","27317:153"
"1594","27317:162"
"1595","27379:113"
"1596","27401:31"
"1597","27448:39"
"1598","27519:184"
"1599","27584:160"
"1600","27584:161"
"1601","27616:39"
"1602","27616:167"
"1603","27616:181"
"1604","27616:222"
"1605","27616:225"
"1606","27663:56"
"1607","27665:84"
"1608","27665:97"
"1609","27665:113"
"1610","27679:39"
"1611","27679:51"
"1612","27679:70"
"1613","27679:99"
"1614","27679:253"
"1615","27679:257"
"1616","27679:260"
"1617","27692:198"
"1618","27773:27"
"1619","27775:227"
"1620","27851:72"
"1621","27872:164"
"1622","27913:188"
"1623","27932:139"
"1624","27966:60"
"1625","27971:134"
"1626","28094:136"
"1627","28094:137"
"1628","28113:137"
"1629","28152:248"
"1630","28228:8"
"1631","28228:19"
"1632","28228:30"
"1633","28228:148"
"1634","28228:161"
"1635","28228:170"
"1636","28228:171"
"1637","28252:89"
"1638","28270:36"
"1639","28270:39"
"1640","28270:103"
"1641","28288:5"
"1642","28289:178"
"1643","28303:30"
"1644","28313:80"
"1645","28329:56"
"1646","28329:155"
"1647","28329:156"
"1648","28344:116"
"1649","28344:140"
"1650","28344:159"
"1651","28344:164"
"1652","28346:151"
"1653","28352:17"
"1654","28352:55"
"1655","28352:105"
"1656","28359:74"
"1657","28408:175"
"1658","28426:195"
"1659","28446:157"
"1660","28470:255"
"1661","28507:24"
"1662","28586:134"
"1663","28586:151"
"1664","28587:73"
"1665","28587:115"
"1666","28587:149"
"1667","28587:165"
"1668","28590:72"
"1669","28590:74"
"1670","28590:123"
"1671","28610:204"
"1672","28613:182"
"1673","28629:113"
"1674","28670:148"
"1675","28670:180"
"1676","28718:30"
"1677","28752:169"
"1678","28762:218"
"1679","28816:205"
"1680","28843:18"
"1681","28860:40"
"1682","28860:59"
"1683","28914:75"
"1684","28914:116"
"1685","28973:186"
"1686","28977:111"
"1687","28981:26"
"1688","28981:27"
"1689","28981:28"
"1690","28981:33"
"1691","28981:90"
"1692","29034:71"
"1693","29034:147"
"1694","29034:226"
"1695","29038:116"
"1696","29038:157"
"1697","29062:191"
"1698","29080:56"
"1699","29162:187"
"1700","29170:105"
"1701","29170:112"
"1702","29170:118"
"1703","29170:129"
"1704","29196:130"
"1705","29229:28"
"1706","29229:57"
"1707","29229:145"
"1708","29240:27"
"1709","29240:118"
"1710","29250:17"
"1711","29250:184"
"1712","29270:127"
"1713","29271:56"
"1714","29271:79"
"1715","29276:33"
"1716","29276:63"
"1717","29276:65"
"1718","29276:101"
"1719","29336:70"
"1720","29366:166"
"1721","29366:168"
"1722","29430:66"
"1723","29436:101"
"1724","29544:86"
"1725","29544:109"
"1726","29558:108"
"1727","29593:39"
"1728","29593:60"
"1729","29593:87"
"1730","29593:125"
"1731","29593:157"
"1732","29593:170"
"1733","29716:102"
"1734","29844:71"
"1735","29844:106"
"1736","29883:154"
"1737","29915:54"
"1738","29930:86"
"1739","29931:176"
"1740","29931:223"
"1741","29954:163"
"1742","29982:56"
"1743","29982:72"
"1744","29982:88"
"1745","29996:38"
"1746","29998:70"
"1747","29998:125"
"1748","30005:15"
"1749","30093:9"
"1750","30093:82"
"1751","30093:94"
"1752","30093:143"
"1753","30093:149"
"1754","30112:45"
"1755","30116:12"
"1756","30116:35"
"1757","30116:41"
"1758","30116:73"
"1759","30128:150"
"1760","30173:134"
"1761","30216:14"
"1762","30220:112"
"1763","30231:6"
"1764","30292:172"
"1765","30335:223"
"1766","30360:138"
"1767","30606:71"
"1768","30606:90"
"1769","30689:119"
"1770","30705:150"
"1771","30705:157"
"1772","30725:35"
"1773","30737:67"
"1774","30737:73"
"1775","30790:32"
"1776","30790:172"
"1777","30817:261"
"1778","30822:160"
"1779","30900:30"
"1780","30924:72"
"1781","30924:170"
"1782","30983:241"
"1783","30986:85"
"1784","31043:87"
"1785","31043:255"
"1786","31048:124"
"1787","31068:149"
"1788","31087:171"
"1789","31115:67"
"1790","31115:232"
"1791","31134:33"
"1792","31184:43"
"1793","31198:57"
"1794","31198:75"
"1795","31198:83"
"1796","31261:38"
"1797","31261:94"
"1798","31264:125"
"1799","31294:113"
"1800","31323:219"
"1801","31338:132"
"1802","31338:202"
"1803","31360:65"
"1804","31360:81"
"1805","31360:101"
"1806","31367:22"
"1807","31367:126"
"1808","31367:133"
"1809","31367:141"
"1810","31409:183"
"1811","31409:187"
"1812","31409:188"
"1813","31427:69"
"1814","31427:172"
"1815","31463:33"
"1816","31539:120"
"1817","31539:123"
"1818","31559:65"
"1819","31559:134"
"1820","31559:164"
"1821","31559:182"
"1822","31559:187"
"1823","31581:113"
"1824","31581:205"
"1825","31586:152"
"1826","31613:120"
"1827","31621:13"
"1828","31621:47"
"1829","31628:72"
"1830","31628:73"
"1831","31628:176"
"1832","31629:132"
"1833","31651:82"
"1834","31659:18"
"1835","31659:61"
"1836","31660:145"
"1837","31696:71"
"1838","31723:23"
"1839","31723:30"
"1840","31723:199"
"1841","31736:178"
"1842","31789:65"
"1843","31789:141"
"1844","31793:117"
"1845","31849:14"
"1846","31849:72"
"1847","31849:170"
"1848","31872:20"
"1849","31872:58"
"1850","31899:172"
"1851","31994:69"
"1852","32014:131"
"1853","32032:38"
"1854","32042:66"
"1855","32042:159"
"1856","32053:80"
"1857","32087:106"
"1858","32146:50"
"1859","32172:70"
"1860","32182:204"
"1861","32202:64"
"1862","32202:130"
"1863","32331:28"
"1864","32335:194"
"1865","32355:11"
"1866","32355:70"
"1867","32355:104"
"1868","32369:61"
"1869","32383:88"
"1870","32403:129"
"1871","32457:189"
"1872","32520:40"
"1873","32520:116"
"1874","32551:74"
"1875","32615:57"
"1876","32658:40"
"1877","32670:122"
"1878","32670:127"
"1879","32752:111"
"1880","32755:31"
"1881","32806:120"
"1882","32828:188"
"1883","32836:16"
"1884","32836:17"
"1885","32853:234"
"1886","32853:246"
"1887","32853:250"
"1888","32959:71"
"1889","32981:115"
"1890","32998:7"
"1891","32998:9"
"1892","32998:34"
"1893","32998:83"
"1894","33010:17"
"1895","33024:192"
"1896","33024:195"
"1897","33032:28"
"1898","33032:152"
"1899","33038:133"
"1900","33049:218"
"1901","33087:38"
"1902","33087:106"
"1903","33098:82"
"1904","33193:18"
"1905","33193:210"
"1906","33193:272"
"1907","33201:26"
"1908","33201:76"
"1909","33201:223"
"1910","33242:43"
"1911","33242:140"
"1912","33252:120"
"1913","33252:152"
"1914","33331:148"
"1915","33403:19"
"1916","33403:70"
"1917","33579:126"
"1918","33606:61"
"1919","33606:244"
"1920","33657:29"
"1921","33657:121"
"1922","33682:66"
"1923","33682:92"
"1924","33682:144"
"1925","33682:145"
"1926","33693:150"
"1927","33693:162"
"1928","33694:15"
"1929","33694:129"
"1930","33720:16"
"1931","33720:120"
"1932","33746:69"
"1933","33746:97"
"1934","33746:101"
"1935","33779:44"
"1936","33828:68"
"1937","33829:6"
"1938","33829:144"
"1939","33829:196"
"1940","33829:200"
"1941","33857:209"
"1942","33858:40"
"1943","33961:98"
"1944","33961:116"
"1945","34033:251"
"1946","34051:167"
"1947","34093:180"
"1948","34093:198"
"1949","34101:23"
"1950","34101:35"
"1951","34160:92"
"1952","34161:156"
"1953","34161:241"
"1954","34247:19"
"1955","34247:54"
"1956","34268:111"
"1957","34268:113"
"1958","34268:120"
"1959","34294:40"
"1960","34319:87"
"1961","34351:95"
"1962","34360:23"
"1963","34457:67"
"1964","34524:40"
"1965","34524:167"
"1966","34553:141"
"1967","34568:122"
"1968","34603:112"
"1969","34605:141"
"1970","34625:204"
"1971","34625:249"
"1972","34652:78"
"1973","34652:93"
"1974","34652:116"
"1975","34652:159"
"1976","34716:120"
"1977","34725:10"
"1978","34725:137"
"1979","34737:162"
"1980","34737:164"
"1981","34737:165"
"1982","34737:167"
"1983","34737:171"
"1984","34816:144"
"1985","34831:279"
"1986","34981:24"
"1987","34996:183"
"1988","35000:133"
"1989","35000:161"
"1990","35038:139"
"1991","35047:82"
"1992","35054:143"
"1993","35054:150"
"1994","35054:154"
"1995","35054:165"
"1996","35054:166"
"1997","35055:103"
"1998","35064:134"
"1999","35069:104"
"2000","35144:174"
"2001","35181:70"
"2002","35181:107"
"2003","35181:117"
"2004","35188:33"
"2005","35210:132"
"2006","35224:49"
"2007","35243:164"
"2008","35346:159"
"2009","35355:147"
"2010","35415:146"
"2011","35432:159"
"2012","35454:81"
"2013","35543:130"
"2014","35563:49"
"2015","35563:76"
"2016","35563:139"
"2017","35651:15"
"2018","35651:16"
"2019","35651:90"
"2020","35675:12"
"2021","35690:178"
"2022","35727:56"
"2023","35731:88"
"2024","35761:75"
"2025","35761:196"
"2026","35770:47"
"2027","35770:120"
"2028","35940:156"
"2029","35942:16"
"2030","35942:69"
"2031","35942:108"
"2032","35980:252"
"2033","35981:74"
"2034","35981:150"
"2035","35987:35"
"2036","35987:142"
"2037","35987:159"
"2038","35987:174"
"2039","35987:175"
"2040","35987:182"
"2041","35987:197"
"2042","36004:23"
"2043","36004:119"
"2044","36048:138"
"2045","36048:167"
"2046","36049:74"
"2047","36049:127"
"2048","36057:153"
"2049","36106:10"
"2050","36106:61"
"2051","36106:67"
"2052","36122:39"
"2053","36139:87"
"2054","36144:35"
"2055","36144:65"
"2056","36144:85"
"2057","36144:209"
"2058","36167:142"
"2059","36171:99"
"2060","36185:16"
"2061","36185:142"
"2062","36185:195"
"2063","36193:29"
"2064","36193:131"
"2065","36195:9"
"2066","36196:98"
"2067","36197:91"
"2068","36217:83"
"2069","36217:88"
"2070","36244:56"
"2071","36244:98"
"2072","36244:100"
"2073","36244:103"
"2074","36252:41"
"2075","36252:44"
"2076","36265:97"
"2077","36319:143"
"2078","36319:210"
"2079","36335:153"
"2080","36343:103"
"2081","36343:142"
"2082","36386:30"
"2083","36386:59"
"2084","36386:142"
"2085","36419:112"
"2086","36419:143"
"2087","36419:158"
"2088","36419:159"
"2089","36431:18"
"2090","36431:21"
"2091","36431:46"
"2092","36431:56"
"2093","36706:107"
"2094","36735:78"
"2095","36867:73"
"2096","36867:88"
"2097","36970:125"
"2098","37047:204"
"2099","37110:165"
"2100","37117:208"
"2101","37117:214"
"2102","37231:135"
"2103","37332:43"
"2104","37332:269"
"2105","37403:130"
"2106","37497:55"
"2107","37571:181"
"2108","37599:103"
"2109","37599:139"
"2110","37599:240"
"2111","37603:270"
"2112","37630:174"
"2113","37631:66"
"2114","37631:110"
"2115","37631:112"
"2116","37727:41"
"2117","37841:40"
"2118","37888:94"
"2119","37888:121"
"2120","38005:63"
"2121","38219:193"
"2122","38219:217"
"2123","38254:154"
"2124","38259:34"
"2125","38259:35"
"2126","38291:238"
"2127","38329:154"
"2128","38395:79"
"2129","38395:130"
"2130","38426:163"
"2131","38427:27"
"2132","38427:78"
"2133","38427:101"
"2134","38427:106"
"2135","38427:167"
"2136","38427:189"
"2137","38456:21"
"2138","38471:16"
"2139","38473:70"
"2140","38659:149"
"2141","38659:190"
"2142","38701:30"
"2143","38701:179"
"2144","38757:83"
"2145","38757:88"
"2146","38757:104"
"2147","38757:191"
"2148","38757:192"
"2149","38757:196"
"2150","38757:197"
"2151","38833:101"
"2152","38904:69"
"2153","38931:145"
"2154","38931:156"
"2155","38947:32"
"2156","39003:11"
"2157","39003:58"
"2158","39003:95"
"2159","39003:118"
"2160","39003:124"
"2161","39047:263"
"2162","39047:277"
"2163","39062:163"
"2164","39088:38"
"2165","39088:64"
"2166","39088:230"
"2167","39222:50"
"2168","39222:157"
"2169","39358:14"
"2170","39364:220"
"2171","39408:132"
"2172","39514:100"
"2173","39553:154"
"2174","39587:132"
"2175","39625:20"
"2176","39625:39"
"2177","39644:26"
"2178","39717:199"
"2179","39732:123"
"2180","39732:159"
"2181","39741:26"
"2182","39741:63"
"2183","39741:152"
"2184","39741:154"
"2185","39764:15"
"2186","39764:166"
"2187","39780:180"
"2188","39780:192"
"2189","39834:75"
"2190","39834:158"
"2191","39948:44"
"2192","39992:119"
"2193","39992:159"
"2194","40025:67"
"2195","40028:238"
"2196","40044:181"
"2197","40061:81"
"2198","40064:150"
"2199","40102:14"
"2200","40102:116"
"2201","40102:168"
"2202","40138:46"
"2203","40211:92"
"2204","40211:242"
"2205","40239:79"
"2206","40239:117"
"2207","40239:137"
"2208","40240:34"
"2209","40240:186"
"2210","40316:81"
"2211","40316:130"
"2212","40383:90"
"2213","40437:39"
"2214","40437:57"
"2215","40437:99"
"2216","40437:125"
"2217","40437:160"
"2218","40511:125"
"2219","40595:16"
"2220","40595:17"
"2221","40599:21"
"2222","40599:32"
"2223","40599:52"
"2224","40599:133"
"2225","40620:9"
"2226","40620:25"
"2227","40631:34"
"2228","40631:168"
"2229","40684:70"
"2230","40684:86"
"2231","40684:165"
"2232","40741:70"
"2233","40819:208"
"2234","40864:261"
"2235","40918:62"
"2236","40918:97"
"2237","40918:100"
"2238","40918:112"
"2239","40923:195"
"2240","40937:224"
"2241","41011:30"
"2242","41011:33"
"2243","41011:42"
"2244","41011:72"
"2245","41059:125"
"2246","41066:86"
"2247","41066:173"
"2248","41180:40"
"2249","41180:81"
"2250","41195:69"
"2251","41237:231"
"2252","41249:143"
"2253","41253:106"
"2254","41337:190"
"2255","41373:111"
"2256","41436:181"
"2257","41436:203"
"2258","41436:221"
"2259","41482:122"
"2260","41482:186"
"2261","41617:83"
"2262","41659:255"
"2263","41690:87"
"2264","41690:128"
"2265","41692:46"
"2266","41755:61"
"2267","41774:93"
"2268","41774:169"
"2269","41777:166"
"2270","41777:251"
"2271","42016:144"
"2272","42018:68"
"2273","42293:105"
"2274","42364:17"
"2275","42381:15"
"2276","42381:47"
"2277","42386:102"
"2278","42452:27"
"2279","42452:118"
"2280","42452:150"
"2281","42624:109"
"2282","42656:215"
"2283","42742:48"
"2284","42742:175"
"2285","42776:80"
"2286","42776:91"
"2287","42782:36"
"2288","42803:5"
"2289","42803:164"
"2290","42803:177"
"2291","42934:90"
"2292","43016:77"
"2293","43086:129"
"2294","43097:16"
"2295","43214:26"
"2296","43214:184"
"2297","43264:154"
"2298","43273:146"
"2299","43273:179"
"2300","43282:157"
"2301","43282:161"
"2302","43282:208"
"2303","43282:209"
"2304","43282:210"
"2305","43282:217"
"2306","43282:218"
"2307","43302:150"
"2308","43302:216"
"2309","43457:238"
"2310","43503:171"
"2311","43527:207"
"2312","43534:274"
"2313","43554:81"
"2314","43638:91"
"2315","43638:176"
"2316","43638:247"
"2317","43638:260"
"2318","43720:53"
"2319","43767:156"
"2320","43825:17"
"2321","43825:61"
"2322","43977:10"
"2323","43977:135"
"2324","43977:206"
"2325","44071:117"
"2326","44118:79"
"2327","44123:189"
"2328","44150:60"
"2329","44199:70"
"2330","44199:180"
"2331","44205:99"
"2332","44205:121"
"2333","44255:74"
"2334","44295:91"
"2335","44447:70"
"2336","44456:99"
"2337","44458:85"
"2338","44529:20"
"2339","44565:84"
"2340","44611:79"
"2341","44611:110"
"2342","44649:49"
"2343","44674:181"
"2344","44674:198"
"2345","44674:199"
"2346","44823:96"
"2347","44840:166"
"2348","44840:174"
"2349","44840:180"
"2350","44840:234"
"2351","44967:155"
"2352","44972:34"
"2353","44972:139"
"2354","45025:168"
"2355","45025:169"
"2356","45072:177"
"2357","45081:235"
"2358","45090:103"
"2359","45090:200"
"2360","45247:72"
"2361","45247:141"
"2362","45255:127"
"2363","45308:16"
"2364","45308:81"
"2365","45316:55"
"2366","45316:141"
"2367","45316:208"
"2368","45427:77"
"2369","45486:36"
"2370","45486:96"
"2371","45486:117"
"2372","45505:17"
"2373","45505:32"
"2374","45505:42"
"2375","45505:65"
"2376","45505:213"
"2377","45505:228"
"2378","45538:202"
"2379","45569:224"
"2380","45697:57"
"2381","45726:23"
"2382","45726:113"
"2383","45726:152"
"2384","45773:190"
"2385","45784:147"
"2386","45784:235"
"2387","45784:236"
"2388","45852:97"
"2389","45852:206"
"2390","45951:106"
"2391","45951:110"
"2392","45951:112"
"2393","46008:51"
"2394","46011:133"
"2395","46027:75"
"2396","46091:105"
"2397","46091:190"
"2398","46091:202"
"2399","46186:176"
"2400","46190:99"
"2401","46219:10"
"2402","46249:44"
"2403","46253:183"
"2404","46294:97"
"2405","46294:117"
"2406","46297:52"
"2407","46383:41"
"2408","46383:56"
"2409","46383:87"
"2410","46383:140"
"2411","46383:149"
"2412","46388:9"
"2413","46388:123"
"2414","46491:101"
"2415","46647:194"
"2416","46687:27"
"2417","46764:24"
"2418","46764:119"
"2419","46826:11"
"2420","46826:51"
"2421","46932:98"
"2422","47030:82"
"2423","47030:107"
"2424","47053:181"
"2425","47067:114"
"2426","47084:89"
"2427","47236:18"
"2428","47236:23"
"2429","47236:131"
"2430","47238:16"
"2431","47260:20"
"2432","47260:26"
"2433","47260:87"
"2434","47260:103"
"2435","47273:152"
"2436","47299:97"
"2437","47309:125"
"2438","47311:30"
"2439","47333:40"
"2440","47333:70"
"2441","47333:92"
"2442","47333:93"
"2443","47333:94"
"2444","47333:162"
"2445","47357:122"
"2446","47357:147"
"2447","47357:191"
"2448","47357:193"
"2449","47399:35"
"2450","47472:240"
"2451","47480:12"
"2452","47507:159"
"2453","47507:184"
"2454","47507:185"
"2455","47507:186"
"2456","47507:205"
"2457","47507:220"
"2458","47537:153"
"2459","47578:82"
"2460","47713:159"
"2461","47713:202"
"2462","47713:211"
"2463","47759:42"
"2464","47759:137"
"2465","47759:226"
"2466","47804:62"
"2467","47822:85"
"2468","47879:60"
"2469","47893:62"
"2470","47908:84"
"2471","47917:96"
"2472","47938:78"
"2473","47957:86"
"2474","47957:88"
"2475","48012:8"
"2476","48020:131"
"2477","48106:166"
"2478","48112:144"
"2479","48127:156"
"2480","48131:21"
"2481","48131:89"
"2482","48131:172"
"2483","48166:7"
"2484","48221:26"
"2485","48224:9"
"2486","48229:166"
"2487","48274:192"
"2488","48274:217"
"2489","48285:146"
"2490","48333:252"
"2491","48343:27"
"2492","48349:56"
"2493","48398:10"
"2494","48398:49"
"2495","48398:162"
"2496","48409:130"
"2497","48416:95"
"2498","48458:50"
"2499","48481:154"
"2500","48493:57"
"2501","48493:153"
"2502","48496:116"
"2503","48496:133"
"2504","48496:170"
"2505","48496:205"
"2506","48646:34"
"2507","48646:91"
"2508","48662:47"
"2509","48662:105"
"2510","48676:9"
"2511","48676:43"
"2512","48676:47"
"2513","48676:94"
"2514","48676:111"
"2515","48686:16"
"2516","48686:38"
"2517","48687:151"
"2518","48720:29"
"2519","48797:175"
"2520","48803:23"
"2521","48803:107"
"2522","48817:117"
"2523","48819:102"
"2524","48819:165"
"2525","48969:20"
"2526","49001:110"
"2527","49021:167"
"2528","49053:32"
"2529","49053:61"
"2530","49053:103"
"2531","49077:13"
"2532","49077:18"
"2533","49140:6"
"2534","49140:60"
"2535","49140:112"
"2536","49140:137"
"2537","49140:193"
"2538","49140:196"
"2539","49242:13"
"2540","49242:75"
"2541","49242:86"
"2542","49412:113"
"2543","49412:163"
"2544","49412:177"
"2545","49412:197"
"2546","49412:244"
"2547","49491:55"
"2548","49491:76"
"2549","49518:68"
"2550","49518:191"
"2551","49519:98"
"2552","49566:192"
"2553","49566:296"
"2554","49637:12"
"2555","49637:31"
"2556","49666:52"
"2557","49670:32"
"2558","49670:204"
"2559","49712:87"
"2560","49726:100"
"2561","49879:124"
"2562","50020:189"
"2563","50086:193"
"2564","50122:75"
"2565","50129:16"
"2566","50129:63"
"2567","50129:117"
"2568","50156:168"
"2569","50162:18"
"2570","50162:24"
"2571","50162:117"
"2572","50180:122"
"2573","50229:145"
"2574","50279:97"
"2575","50279:98"
"2576","50304:24"
"2577","50304:63"
"2578","50304:64"
"2579","50304:76"
"2580","50304:125"
"2581","50304:148"
"2582","50456:105"
"2583","50456:142"
"2584","50456:191"
"2585","50484:142"
"2586","50484:189"
"2587","50539:154"
"2588","50560:99"
"2589","50594:135"
"2590","50619:221"
"2591","50625:200"
"2592","50631:53"
"2593","50631:75"
"2594","50631:84"
"2595","50631:119"
"2596","50631:146"
"2597","50637:40"
"2598","50637:170"
"2599","50651:71"
"2600","50688:132"
"2601","50701:111"
"2602","50703:195"
"2603","50703:212"
"2604","50742:172"
"2605","50750:42"
"2606","50750:87"
"2607","50840:134"
"2608","50861:151"
"2609","50893:85"
"2610","50893:120"
"2611","50927:157"
"2612","50969:89"
"2613","50974:102"
"2614","50985:12"
"2615","50985:142"
"2616","50985:154"
"2617","51001:52"
"2618","51002:6"
"2619","51002:13"
"2620","51002:48"
"2621","51002:98"
"2622","51046:45"
"2623","51118:135"
"2624","51178:192"
"2625","51178:196"
"2626","51178:207"
"2627","51354:139"
"2628","51456:83"
"2629","51456:153"
"2630","51487:156"
"2631","51561:21"
"2632","51643:133"
"2633","51680:92"
"2634","51714:99"
"2635","51752:104"
"2636","51759:39"
"2637","51773:199"
"2638","51878:202"
"2639","51909:37"
"2640","51915:29"
"2641","51915:192"
"2642","51920:150"
"2643","52001:24"
"2644","52001:75"
"2645","52085:55"
"2646","52106:7"
"2647","52106:122"
"2648","52106:143"
"2649","52106:153"
"2650","52124:206"
"2651","52128:124"
"2652","52227:186"
"2653","52287:48"
"2654","52287:199"
"2655","52373:11"
"2656","52373:45"
"2657","52373:46"
"2658","52373:74"
"2659","52373:122"
"2660","52373:134"
"2661","52373:150"
"2662","52373:156"
"2663","52380:23"
"2664","52380:164"
"2665","52392:97"
"2666","52432:171"
"2667","52464:118"
"2668","52489:129"
"2669","52583:210"
"2670","52603:88"
"2671","52603:154"
"2672","52674:166"
"2673","52674:282"
"2674","52677:192"
"2675","52701:39"
"2676","52750:46"
"2677","52750:64"
"2678","52761:130"
"2679","52761:175"
"2680","52820:171"
"2681","52847:22"
"2682","52847:24"
"2683","52847:209"
"2684","52994:170"
"2685","53009:6"
"2686","53009:102"
"2687","53009:172"
"2688","53013:6"
"2689","53090:42"
"2690","53090:68"
"2691","53097:113"
"2692","53142:109"
"2693","53145:76"
"2694","53145:140"
"2695","53188:9"
"2696","53188:46"
"2697","53219:165"
"2698","53226:161"
"2699","53226:181"
"2700","53235:146"
"2701","53308:71"
"2702","53653:232"
"2703","53656:240"
"2704","53673:46"
"2705","53675:29"
"2706","53675:31"
"2707","53721:226"
"2708","53778:91"
"2709","53778:150"
"2710","53811:74"
"2711","53811:115"
"2712","53811:129"
"2713","53820:105"
"2714","53875:177"
"2715","53880:94"
"2716","53885:101"
"2717","53885:117"
"2718","53885:147"
"2719","53885:150"
"2720","53885:152"
"2721","53885:210"
"2722","53886:64"
"2723","53968:97"
"2724","53968:142"
"2725","53968:146"
"2726","53991:92"
"2727","53991:229"
"2728","54015:31"
"2729","54111:70"
"2730","54111:132"
"2731","54185:147"
"2732","54185:201"
"2733","54239:91"
"2734","54239:92"
"2735","54239:105"
"2736","54239:176"
"2737","54313:43"
"2738","54314:136"
"2739","54343:89"
"2740","54382:22"
"2741","54382:46"
"2742","54382:99"
"2743","54382:193"
"2744","54382:203"
"2745","54391:101"
"2746","54398:185"
"2747","54413:88"
"2748","54413:156"
"2749","54430:59"
"2750","54455:208"
"2751","54455:234"
"2752","54495:59"
"2753","54495:136"
"2754","54539:19"
"2755","54539:51"
"2756","54539:124"
"2757","54539:162"
"2758","54547:12"
"2759","54557:76"
"2760","54558:86"
"2761","54558:141"
"2762","54588:197"
"2763","54590:144"
"2764","54621:161"
"2765","54659:11"
"2766","54659:18"
"2767","54665:132"
"2768","54708:65"
"2769","54719:36"
"2770","54725:83"
"2771","54725:108"
"2772","54739:172"
"2773","54777:59"
"2774","54824:70"
"2775","54959:24"
"2776","54959:35"
"2777","55093:84"
"2778","55093:150"
"2779","55227:193"
"2780","55229:191"
"2781","55289:186"
"2782","55337:131"
"2783","55372:10"
"2784","55372:130"
"2785","55410:104"
"2786","55425:36"
"2787","55425:89"
"2788","55465:125"
"2789","55479:93"
"2790","55491:185"
"2791","55528:114"
"2792","55575:84"
"2793","55575:106"
"2794","55575:166"
"2795","55575:243"
"2796","55613:195"
"2797","55628:67"
"2798","55636:86"
"2799","55643:19"
"2800","55683:212"
"2801","55811:46"
"2802","55855:194"
"2803","55882:93"
"2804","55882:197"
"2805","55916:56"
"2806","55916:224"
"2807","55916:243"
"2808","55918:28"
"2809","55918:151"
"2810","56001:89"
"2811","56164:14"
"2812","56267:194"
"2813","56289:147"
"2814","56410:34"
"2815","56424:59"
"2816","56424:146"
"2817","56444:21"
"2818","56450:87"
"2819","56488:81"
"2820","56557:27"
"2821","56595:42"
"2822","56595:43"
"2823","56595:94"
"2824","56618:129"
"2825","56641:91"
"2826","56713:75"
"2827","56713:123"
"2828","56713:131"
"2829","56810:165"
"2830","56836:151"
"2831","56883:123"
"2832","56983:171"
"2833","57048:165"
"2834","57061:160"
"2835","57065:90"
"2836","57089:56"
"2837","57089:58"
"2838","57115:105"
"2839","57118:105"
"2840","57118:143"
"2841","57151:47"
"2842","57171:31"
"2843","57193:126"
"2844","57193:165"
"2845","57193:181"
"2846","57278:194"
"2847","57353:118"
"2848","57460:38"
"2849","57462:48"
"2850","57498:19"
"2851","57556:176"
"2852","57564:119"
"2853","57564:198"
"2854","57599:202"
"2855","57603:183"
"2856","57603:209"
"2857","57612:205"
"2858","57690:53"
"2859","57792:42"
"2860","57825:87"
"2861","57825:107"
"2862","57861:147"
"2863","57901:119"
"2864","57912:168"
"2865","57944:80"
"2866","58001:15"
"2867","58112:90"
"2868","58118:106"
"2869","58128:162"
"2870","58158:153"
"2871","58289:228"
"2872","58455:111"
"2873","58467:175"
"2874","58511:91"
"2875","58511:146"
"2876","58511:165"
"2877","58557:35"
"2878","58585:25"
"2879","58585:90"
"2880","58585:92"
"2881","58585:127"
"2882","58585:132"
"2883","58605:119"
"2884","58605:145"
"2885","58633:147"
"2886","58703:30"
"2887","58768:145"
"2888","58768:202"
"2889","58768:224"
"2890","58796:122"
"2891","58849:61"
"2892","58849:66"
"2893","58874:230"
"2894","58916:21"
"2895","58916:78"
"2896","58916:80"
"2897","58919:210"
"2898","59017:168"
"2899","59031:148"
"2900","59120:19"
"2901","59231:23"
"2902","59259:183"
"2903","59277:123"
"2904","59277:189"
