"","x"
"1505","26917:80"
"1506","26956:55"
"1507","26956:82"
"1508","26956:128"
"1509","26956:138"
"1510","27070:59"
"1511","27070:163"
"1512","27073:62"
"1513","27074:278"
"1514","27082:96"
"1515","27151:65"
"1516","27151:116"
"1517","27237:18"
"1518","27254:46"
"1519","27254:95"
"1520","27285:125"
"1521","27295:133"
"1522","27295:153"
"1523","27295:178"
"1524","27317:6"
"1525","27317:153"
"1526","27317:162"
"1527","27379:113"
"1528","27401:31"
"1529","27448:39"
"1530","27519:184"
"1531","27584:160"
"1532","27584:161"
"1533","27616:39"
"1534","27616:167"
"1535","27616:181"
"1536","27616:222"
"1537","27616:225"
"1538","27663:56"
"1539","27665:84"
"1540","27665:97"
"1541","27665:113"
"1542","27679:39"
"1543","27679:51"
"1544","27679:70"
"1545","27679:99"
"1546","27679:253"
"1547","27679:257"
"1548","27679:260"
"1549","27692:198"
"1550","27773:27"
"1551","27775:227"
"1552","27851:72"
"1553","27872:164"
"1554","27913:188"
"1555","27932:139"
"1556","27966:60"
"1557","27971:134"
"1558","28094:136"
"1559","28094:137"
"1560","28113:137"
"1561","28152:248"
"1562","28228:8"
"1563","28228:19"
"1564","28228:30"
"1565","28228:148"
"1566","28228:161"
"1567","28228:170"
"1568","28228:171"
"1569","28252:89"
"1570","28270:36"
"1571","28270:39"
"1572","28270:103"
"1573","28288:5"
"1574","28289:178"
"1575","28303:30"
"1576","28313:80"
"1577","28329:56"
"1578","28329:155"
"1579","28329:156"
"1580","28344:116"
"1581","28344:140"
"1582","28344:159"
"1583","28344:164"
"1584","28346:151"
"1585","28352:17"
"1586","28352:55"
"1587","28352:105"
"1588","28359:74"
"1589","28408:175"
"1590","28426:195"
"1591","28446:157"
"1592","28470:255"
"1593","28507:24"
"1594","28586:134"
"1595","28586:151"
"1596","28587:73"
"1597","28587:115"
"1598","28587:149"
"1599","28587:165"
"1600","28590:72"
"1601","28590:74"
"1602","28590:123"
"1603","28610:204"
"1604","28613:182"
"1605","28629:113"
"1606","28670:148"
"1607","28670:180"
"1608","28718:30"
"1609","28752:169"
"1610","28762:218"
"1611","28816:205"
"1612","28843:18"
"1613","28860:40"
"1614","28860:59"
"1615","28914:75"
"1616","28914:116"
"1617","28973:186"
"1618","28977:111"
"1619","28981:26"
"1620","28981:27"
"1621","28981:28"
"1622","28981:33"
"1623","28981:90"
"1624","29034:71"
"1625","29034:147"
"1626","29034:226"
"1627","29038:116"
"1628","29038:157"
"1629","29080:56"
"1630","29162:187"
"1631","29170:112"
"1632","29170:118"
"1633","29170:129"
"1634","29196:130"
"1635","29229:28"
"1636","29229:57"
"1637","29229:145"
"1638","29240:27"
"1639","29240:118"
"1640","29250:17"
"1641","29250:184"
"1642","29270:127"
"1643","29271:56"
"1644","29271:79"
"1645","29276:33"
"1646","29276:63"
"1647","29276:65"
"1648","29276:101"
"1649","29336:70"
"1650","29366:166"
"1651","29366:168"
"1652","29430:66"
"1653","29436:101"
"1654","29544:86"
"1655","29544:109"
"1656","29558:108"
"1657","29593:39"
"1658","29593:60"
"1659","29593:87"
"1660","29593:125"
"1661","29593:157"
"1662","29593:170"
"1663","29716:102"
"1664","29844:71"
"1665","29844:106"
"1666","29915:54"
"1667","29930:86"
"1668","29931:176"
"1669","29931:223"
"1670","29954:163"
"1671","29982:56"
"1672","29982:72"
"1673","29982:88"
"1674","29996:38"
"1675","29998:70"
"1676","29998:125"
"1677","30005:15"
"1678","30093:9"
"1679","30093:82"
"1680","30093:94"
"1681","30093:143"
"1682","30093:149"
"1683","30112:45"
"1684","30116:12"
"1685","30116:35"
"1686","30116:41"
"1687","30116:73"
"1688","30173:134"
"1689","30216:14"
"1690","30220:112"
"1691","30231:6"
"1692","30292:172"
"1693","30335:223"
"1694","30360:138"
"1695","30606:71"
"1696","30606:90"
"1697","30689:119"
"1698","30705:150"
"1699","30705:157"
"1700","30725:35"
"1701","30737:67"
"1702","30737:73"
"1703","30790:32"
"1704","30790:172"
"1705","30817:261"
"1706","30822:160"
"1707","30900:30"
"1708","30924:72"
"1709","30924:170"
"1710","30983:241"
"1711","30986:85"
"1712","31043:87"
"1713","31043:255"
"1714","31048:124"
"1715","31068:149"
"1716","31087:171"
"1717","31115:67"
"1718","31115:232"
"1719","31134:33"
"1720","31184:43"
"1721","31198:57"
"1722","31198:75"
"1723","31198:83"
"1724","31261:38"
"1725","31261:94"
"1726","31264:125"
"1727","31294:113"
"1728","31323:219"
"1729","31338:132"
"1730","31338:202"
"1731","31360:65"
"1732","31360:81"
"1733","31360:101"
"1734","31367:22"
"1735","31367:126"
"1736","31367:133"
"1737","31367:141"
"1738","31409:183"
"1739","31409:187"
"1740","31409:188"
"1741","31539:120"
"1742","31539:123"
"1743","31559:65"
"1744","31559:134"
"1745","31559:164"
"1746","31559:182"
"1747","31559:187"
"1748","31581:205"
"1749","31586:152"
"1750","31613:120"
"1751","31621:13"
"1752","31621:47"
"1753","31628:72"
"1754","31628:73"
"1755","31628:176"
"1756","31629:132"
"1757","31651:82"
"1758","31659:18"
"1759","31659:61"
"1760","31660:145"
"1761","31696:71"
"1762","31723:23"
"1763","31723:30"
"1764","31723:199"
"1765","31736:178"
"1766","31789:65"
"1767","31789:141"
"1768","31849:72"
"1769","31849:170"
"1770","31872:20"
"1771","31872:58"
"1772","31899:172"
"1773","31994:69"
"1774","32014:131"
"1775","32032:38"
"1776","32042:66"
"1777","32042:159"
"1778","32053:80"
"1779","32087:106"
"1780","32146:50"
"1781","32172:70"
"1782","32182:204"
"1783","32202:64"
"1784","32202:130"
"1785","32331:28"
"1786","32335:194"
"1787","32355:11"
"1788","32355:70"
"1789","32355:104"
"1790","32369:61"
"1791","32383:88"
"1792","32403:129"
"1793","32457:189"
"1794","32520:40"
"1795","32520:116"
"1796","32551:74"
"1797","32615:57"
"1798","32658:40"
"1799","32670:122"
"1800","32670:127"
"1801","32752:111"
"1802","32755:31"
"1803","32806:120"
"1804","32836:16"
"1805","32836:17"
"1806","32853:234"
"1807","32853:246"
"1808","32853:250"
"1809","32959:71"
"1810","32981:115"
"1811","32998:7"
"1812","32998:9"
"1813","32998:34"
"1814","32998:83"
"1815","33010:17"
"1816","33024:192"
"1817","33024:195"
"1818","33032:28"
"1819","33032:152"
"1820","33038:133"
"1821","33049:218"
"1822","33087:38"
"1823","33087:106"
"1824","33098:82"
"1825","33193:18"
"1826","33193:210"
"1827","33193:272"
"1828","33201:26"
"1829","33201:76"
"1830","33242:43"
"1831","33242:140"
"1832","33252:120"
"1833","33252:152"
"1834","33403:19"
"1835","33403:70"
"1836","33579:126"
"1837","33606:61"
"1838","33606:244"
"1839","33657:29"
"1840","33657:121"
"1841","33682:66"
"1842","33682:92"
"1843","33682:144"
"1844","33682:145"
"1845","33693:150"
"1846","33693:162"
"1847","33694:15"
"1848","33694:129"
"1849","33720:16"
"1850","33720:120"
"1851","33746:69"
"1852","33746:97"
"1853","33746:101"
"1854","33779:44"
"1855","33829:6"
"1856","33829:144"
"1857","33829:196"
"1858","33829:200"
"1859","33857:209"
"1860","33858:40"
"1861","33961:98"
"1862","33961:116"
"1863","34033:251"
"1864","34051:167"
"1865","34093:180"
"1866","34093:198"
"1867","34101:23"
"1868","34101:35"
"1869","34160:92"
"1870","34161:156"
"1871","34161:241"
"1872","34247:19"
"1873","34247:54"
"1874","34268:111"
"1875","34268:113"
"1876","34268:120"
"1877","34294:40"
"1878","34319:87"
"1879","34351:95"
"1880","34360:23"
"1881","34457:67"
"1882","34524:40"
"1883","34553:141"
"1884","34568:122"
"1885","34603:112"
"1886","34605:141"
"1887","34625:204"
"1888","34625:249"
"1889","34652:78"
"1890","34652:93"
"1891","34652:116"
"1892","34652:159"
"1893","34716:120"
"1894","34725:10"
"1895","34725:137"
"1896","34737:162"
"1897","34737:164"
"1898","34737:165"
"1899","34737:167"
"1900","34737:171"
"1901","34831:279"
"1902","34981:24"
"1903","34996:183"
"1904","35000:133"
"1905","35000:161"
"1906","35038:139"
"1907","35054:143"
"1908","35054:150"
"1909","35054:154"
"1910","35054:165"
"1911","35054:166"
"1912","35055:103"
"1913","35064:134"
"1914","35069:104"
"1915","35144:174"
"1916","35181:70"
"1917","35181:107"
"1918","35181:117"
"1919","35188:33"
"1920","35210:132"
"1921","35224:49"
"1922","35243:164"
"1923","35346:159"
"1924","35355:147"
"1925","35415:146"
"1926","35432:159"
"1927","35454:81"
"1928","35543:130"
"1929","35563:49"
"1930","35563:76"
"1931","35563:139"
"1932","35651:15"
"1933","35651:16"
"1934","35651:90"
"1935","35675:12"
"1936","35690:178"
"1937","35727:56"
"1938","35731:88"
"1939","35761:196"
"1940","35770:47"
"1941","35770:120"
"1942","35940:156"
"1943","35942:16"
"1944","35942:69"
"1945","35942:108"
"1946","35980:252"
"1947","35981:74"
"1948","35981:150"
"1949","35987:35"
"1950","35987:142"
"1951","35987:159"
"1952","35987:174"
"1953","35987:175"
"1954","35987:182"
"1955","35987:197"
"1956","36004:23"
"1957","36004:119"
"1958","36048:138"
"1959","36048:167"
"1960","36049:74"
"1961","36049:127"
"1962","36057:153"
"1963","36106:10"
"1964","36106:61"
"1965","36106:67"
"1966","36122:39"
"1967","36139:87"
"1968","36144:35"
"1969","36144:65"
"1970","36144:85"
"1971","36144:209"
"1972","36167:142"
"1973","36171:99"
"1974","36185:16"
"1975","36185:142"
"1976","36185:195"
"1977","36193:29"
"1978","36193:131"
"1979","36195:9"
"1980","36196:98"
"1981","36197:91"
"1982","36217:83"
"1983","36217:88"
"1984","36244:56"
"1985","36244:98"
"1986","36244:100"
"1987","36244:103"
"1988","36252:41"
"1989","36252:44"
"1990","36265:97"
"1991","36319:143"
"1992","36319:210"
"1993","36335:153"
"1994","36343:103"
"1995","36343:142"
"1996","36386:30"
"1997","36386:59"
"1998","36386:142"
"1999","36419:112"
"2000","36419:143"
"2001","36419:158"
"2002","36419:159"
"2003","36431:18"
"2004","36431:21"
"2005","36431:46"
"2006","36431:56"
"2007","36706:107"
"2008","36735:78"
"2009","36867:88"
"2010","36970:125"
"2011","37047:204"
"2012","37110:165"
"2013","37117:208"
"2014","37117:214"
"2015","37231:135"
"2016","37332:43"
"2017","37332:269"
"2018","37403:130"
"2019","37497:55"
"2020","37571:181"
"2021","37599:103"
"2022","37599:139"
"2023","37599:240"
"2024","37603:270"
"2025","37630:174"
"2026","37631:66"
"2027","37631:110"
"2028","37631:112"
"2029","37727:41"
"2030","37841:40"
"2031","37888:94"
"2032","37888:121"
"2033","38219:193"
"2034","38219:217"
"2035","38254:154"
"2036","38259:35"
"2037","38291:238"
"2038","38329:154"
"2039","38395:79"
"2040","38395:130"
"2041","38426:163"
"2042","38427:27"
"2043","38427:78"
"2044","38427:101"
"2045","38427:106"
"2046","38427:167"
"2047","38427:189"
"2048","38471:16"
"2049","38473:70"
"2050","38659:149"
"2051","38659:190"
"2052","38701:30"
"2053","38701:179"
"2054","38757:83"
"2055","38757:88"
"2056","38757:104"
"2057","38757:191"
"2058","38757:192"
"2059","38757:196"
"2060","38757:197"
"2061","38833:101"
"2062","38904:69"
"2063","38931:145"
"2064","38931:156"
"2065","38947:32"
"2066","39003:11"
"2067","39003:58"
"2068","39003:95"
"2069","39003:118"
"2070","39003:124"
"2071","39047:263"
"2072","39047:277"
"2073","39062:163"
"2074","39088:38"
"2075","39088:64"
"2076","39088:230"
"2077","39222:50"
"2078","39222:157"
"2079","39358:14"
"2080","39364:220"
"2081","39408:132"
"2082","39514:100"
"2083","39553:154"
"2084","39587:132"
"2085","39625:20"
"2086","39625:39"
"2087","39644:26"
"2088","39717:199"
"2089","39732:123"
"2090","39732:159"
"2091","39741:26"
"2092","39741:63"
"2093","39741:152"
"2094","39741:154"
"2095","39764:15"
"2096","39764:166"
"2097","39780:180"
"2098","39780:192"
"2099","39834:75"
"2100","39834:158"
"2101","39948:44"
"2102","39992:119"
"2103","39992:159"
"2104","40025:67"
"2105","40028:238"
"2106","40044:181"
"2107","40061:81"
"2108","40064:150"
"2109","40102:14"
"2110","40102:116"
"2111","40102:168"
"2112","40138:46"
"2113","40211:92"
"2114","40211:242"
"2115","40239:79"
"2116","40239:117"
"2117","40239:137"
"2118","40240:34"
"2119","40240:186"
"2120","40316:81"
"2121","40316:130"
"2122","40383:90"
"2123","40437:39"
"2124","40437:57"
"2125","40437:99"
"2126","40437:125"
"2127","40437:160"
"2128","40511:125"
"2129","40595:16"
"2130","40595:17"
"2131","40599:21"
"2132","40599:32"
"2133","40599:52"
"2134","40599:133"
"2135","40620:9"
"2136","40620:25"
"2137","40631:34"
"2138","40631:168"
"2139","40684:70"
"2140","40684:86"
"2141","40684:165"
"2142","40741:70"
"2143","40819:208"
"2144","40864:261"
"2145","40918:62"
"2146","40918:97"
"2147","40918:100"
"2148","40918:112"
"2149","40923:195"
"2150","40937:224"
"2151","41011:30"
"2152","41011:33"
"2153","41011:42"
"2154","41011:72"
"2155","41059:125"
"2156","41066:86"
"2157","41066:173"
"2158","41180:40"
"2159","41180:81"
"2160","41195:69"
"2161","41237:231"
"2162","41249:143"
"2163","41253:106"
"2164","41337:190"
"2165","41373:111"
"2166","41436:181"
"2167","41436:203"
"2168","41436:221"
"2169","41482:122"
"2170","41482:186"
"2171","41617:83"
"2172","41659:255"
"2173","41690:87"
"2174","41690:128"
"2175","41692:46"
"2176","41755:61"
"2177","41774:93"
"2178","41774:169"
"2179","41777:166"
"2180","41777:251"
"2181","42016:144"
"2182","42018:68"
"2183","42293:105"
"2184","42364:17"
"2185","42381:15"
"2186","42381:47"
"2187","42386:102"
"2188","42452:27"
"2189","42452:118"
"2190","42452:150"
"2191","42624:109"
"2192","42656:215"
"2193","42742:48"
"2194","42742:175"
"2195","42776:80"
"2196","42776:91"
"2197","42782:36"
"2198","42803:5"
"2199","42803:164"
"2200","42803:177"
"2201","42934:90"
"2202","43016:77"
"2203","43086:129"
"2204","43097:16"
"2205","43214:26"
"2206","43214:184"
"2207","43264:154"
"2208","43273:146"
"2209","43273:179"
"2210","43282:157"
"2211","43282:161"
"2212","43282:208"
"2213","43282:209"
"2214","43282:210"
"2215","43282:217"
"2216","43282:218"
"2217","43302:150"
"2218","43302:216"
"2219","43457:238"
"2220","43503:171"
"2221","43527:207"
"2222","43534:274"
"2223","43554:81"
"2224","43638:91"
"2225","43638:176"
"2226","43638:247"
"2227","43638:260"
"2228","43720:53"
"2229","43767:156"
"2230","43825:17"
"2231","43825:61"
"2232","43977:10"
"2233","43977:135"
"2234","43977:206"
"2235","44071:117"
"2236","44118:79"
"2237","44123:189"
"2238","44150:60"
"2239","44199:70"
"2240","44199:180"
"2241","44205:99"
"2242","44205:121"
"2243","44255:74"
"2244","44295:91"
"2245","44447:70"
"2246","44456:99"
"2247","44458:85"
"2248","44529:20"
"2249","44565:84"
"2250","44611:110"
"2251","44674:181"
"2252","44674:198"
"2253","44674:199"
"2254","44823:96"
"2255","44840:166"
"2256","44840:174"
"2257","44840:180"
"2258","44840:234"
"2259","44967:155"
"2260","44972:34"
"2261","44972:139"
"2262","45025:168"
"2263","45025:169"
"2264","45072:177"
"2265","45081:235"
"2266","45090:103"
"2267","45090:200"
"2268","45247:72"
"2269","45247:141"
"2270","45255:127"
"2271","45308:16"
"2272","45308:81"
"2273","45316:55"
"2274","45316:141"
"2275","45316:208"
"2276","45427:77"
"2277","45486:36"
"2278","45486:96"
"2279","45486:117"
"2280","45505:17"
"2281","45505:32"
"2282","45505:42"
"2283","45505:65"
"2284","45505:213"
"2285","45505:228"
"2286","45538:202"
"2287","45569:224"
"2288","45697:57"
"2289","45726:23"
"2290","45726:113"
"2291","45726:152"
"2292","45773:190"
"2293","45784:147"
"2294","45784:235"
"2295","45784:236"
"2296","45852:97"
"2297","45852:206"
"2298","45951:106"
"2299","45951:110"
"2300","45951:112"
"2301","46008:51"
"2302","46011:133"
"2303","46027:75"
"2304","46091:105"
"2305","46091:190"
"2306","46091:202"
"2307","46186:176"
"2308","46190:99"
"2309","46219:10"
"2310","46249:44"
"2311","46253:183"
"2312","46294:97"
"2313","46294:117"
"2314","46297:52"
"2315","46383:41"
"2316","46383:56"
"2317","46383:87"
"2318","46383:140"
"2319","46383:149"
"2320","46388:9"
"2321","46388:123"
"2322","46491:101"
"2323","46647:194"
"2324","46687:27"
"2325","46764:24"
"2326","46764:119"
"2327","46826:11"
"2328","46826:51"
"2329","46932:98"
"2330","47030:82"
"2331","47030:107"
"2332","47053:181"
"2333","47067:114"
"2334","47084:89"
"2335","47236:18"
"2336","47236:23"
"2337","47236:131"
"2338","47238:16"
"2339","47260:20"
"2340","47260:26"
"2341","47260:87"
"2342","47260:103"
"2343","47273:152"
"2344","47299:97"
"2345","47309:125"
"2346","47311:30"
"2347","47333:40"
"2348","47333:70"
"2349","47333:92"
"2350","47333:93"
"2351","47333:94"
"2352","47333:162"
"2353","47357:122"
"2354","47357:147"
"2355","47357:191"
"2356","47357:193"
"2357","47399:35"
"2358","47472:240"
"2359","47480:12"
"2360","47507:159"
"2361","47507:184"
"2362","47507:185"
"2363","47507:186"
"2364","47507:205"
"2365","47507:220"
"2366","47537:153"
"2367","47578:82"
"2368","47713:159"
"2369","47713:202"
"2370","47713:211"
"2371","47759:42"
"2372","47759:137"
"2373","47759:226"
"2374","47804:62"
"2375","47822:85"
"2376","47879:60"
"2377","47893:62"
"2378","47908:84"
"2379","47917:96"
"2380","47938:78"
"2381","47957:86"
"2382","47957:88"
"2383","48012:8"
"2384","48020:131"
"2385","48106:166"
"2386","48112:144"
"2387","48127:156"
"2388","48131:21"
"2389","48131:89"
"2390","48131:172"
"2391","48166:7"
"2392","48221:26"
"2393","48224:9"
"2394","48229:166"
"2395","48274:192"
"2396","48274:217"
"2397","48285:146"
"2398","48333:252"
"2399","48343:27"
"2400","48349:56"
"2401","48398:10"
"2402","48398:49"
"2403","48398:162"
"2404","48409:130"
"2405","48416:95"
"2406","48458:50"
"2407","48481:154"
"2408","48493:57"
"2409","48493:153"
"2410","48496:116"
"2411","48496:133"
"2412","48496:170"
"2413","48496:205"
"2414","48646:34"
"2415","48646:91"
"2416","48662:47"
"2417","48662:105"
"2418","48676:9"
"2419","48676:43"
"2420","48676:47"
"2421","48676:94"
"2422","48676:111"
"2423","48686:16"
"2424","48686:38"
"2425","48687:151"
"2426","48720:29"
"2427","48797:175"
"2428","48803:23"
"2429","48803:107"
"2430","48817:117"
"2431","48819:102"
"2432","48819:165"
"2433","49001:110"
"2434","49021:167"
"2435","49053:32"
"2436","49053:61"
"2437","49053:103"
"2438","49077:13"
"2439","49077:18"
"2440","49140:6"
"2441","49140:60"
"2442","49140:112"
"2443","49140:137"
"2444","49140:193"
"2445","49140:196"
"2446","49242:13"
"2447","49242:75"
"2448","49242:86"
"2449","49412:113"
"2450","49412:163"
"2451","49412:177"
"2452","49412:197"
"2453","49412:244"
"2454","49491:55"
"2455","49491:76"
"2456","49518:68"
"2457","49518:191"
"2458","49519:98"
"2459","49566:192"
"2460","49566:296"
"2461","49637:12"
"2462","49637:31"
"2463","49666:52"
"2464","49670:204"
"2465","49712:87"
"2466","49726:100"
"2467","49879:124"
"2468","50020:189"
"2469","50086:193"
"2470","50122:75"
"2471","50129:16"
"2472","50129:63"
"2473","50129:117"
"2474","50156:168"
"2475","50162:18"
"2476","50162:24"
"2477","50162:117"
"2478","50180:122"
"2479","50229:145"
"2480","50279:97"
"2481","50279:98"
"2482","50304:24"
"2483","50304:63"
"2484","50304:64"
"2485","50304:76"
"2486","50304:125"
"2487","50304:148"
"2488","50456:105"
"2489","50456:142"
"2490","50456:191"
"2491","50484:142"
"2492","50484:189"
"2493","50539:154"
"2494","50560:99"
"2495","50594:135"
"2496","50619:221"
"2497","50625:200"
"2498","50631:53"
"2499","50631:75"
"2500","50631:84"
"2501","50631:119"
"2502","50631:146"
"2503","50637:40"
"2504","50637:170"
"2505","50651:71"
"2506","50688:132"
"2507","50701:111"
"2508","50703:195"
"2509","50703:212"
"2510","50742:172"
"2511","50750:42"
"2512","50750:87"
"2513","50840:134"
"2514","50861:151"
"2515","50893:85"
"2516","50893:120"
"2517","50927:157"
"2518","50969:89"
"2519","50974:102"
"2520","50985:12"
"2521","50985:142"
"2522","50985:154"
"2523","51002:6"
"2524","51002:13"
"2525","51002:48"
"2526","51002:98"
"2527","51046:45"
"2528","51118:135"
"2529","51178:192"
"2530","51178:196"
"2531","51178:207"
"2532","51354:139"
"2533","51456:83"
"2534","51456:153"
"2535","51487:156"
"2536","51561:21"
"2537","51643:133"
"2538","51680:92"
"2539","51714:99"
"2540","51752:104"
"2541","51759:39"
"2542","51773:199"
"2543","51878:202"
"2544","51909:37"
"2545","51915:29"
"2546","51915:192"
"2547","51920:150"
"2548","52001:24"
"2549","52001:75"
"2550","52085:55"
"2551","52106:7"
"2552","52106:122"
"2553","52106:143"
"2554","52106:153"
"2555","52124:206"
"2556","52128:124"
"2557","52227:186"
"2558","52287:48"
"2559","52287:199"
"2560","52373:11"
"2561","52373:45"
"2562","52373:46"
"2563","52373:74"
"2564","52373:122"
"2565","52373:134"
"2566","52373:150"
"2567","52373:156"
"2568","52380:23"
"2569","52380:164"
"2570","52392:97"
"2571","52432:171"
"2572","52464:118"
"2573","52489:129"
"2574","52583:210"
"2575","52603:88"
"2576","52603:154"
"2577","52674:166"
"2578","52674:282"
"2579","52677:192"
"2580","52701:39"
"2581","52750:46"
"2582","52750:64"
"2583","52761:130"
"2584","52761:175"
"2585","52820:171"
"2586","52847:22"
"2587","52847:24"
"2588","52847:209"
"2589","52994:170"
"2590","53009:6"
"2591","53009:102"
"2592","53009:172"
"2593","53013:6"
"2594","53090:42"
"2595","53090:68"
"2596","53097:113"
"2597","53142:109"
"2598","53145:76"
"2599","53145:140"
"2600","53188:46"
"2601","53219:165"
"2602","53226:161"
"2603","53308:71"
"2604","53653:232"
"2605","53656:240"
"2606","53673:46"
"2607","53675:29"
"2608","53675:31"
"2609","53721:226"
"2610","53778:91"
"2611","53778:150"
"2612","53811:74"
"2613","53811:115"
"2614","53811:129"
"2615","53820:105"
"2616","53875:177"
"2617","53880:94"
"2618","53885:101"
"2619","53885:117"
"2620","53885:147"
"2621","53885:150"
"2622","53885:152"
"2623","53885:210"
"2624","53886:64"
"2625","53968:97"
"2626","53968:142"
"2627","53968:146"
"2628","53991:92"
"2629","53991:229"
"2630","54015:31"
"2631","54111:70"
"2632","54111:132"
"2633","54185:147"
"2634","54185:201"
"2635","54239:91"
"2636","54239:92"
"2637","54239:105"
"2638","54239:176"
"2639","54313:43"
"2640","54314:136"
"2641","54343:89"
"2642","54382:22"
"2643","54382:46"
"2644","54382:99"
"2645","54382:193"
"2646","54382:203"
"2647","54391:101"
"2648","54398:185"
"2649","54413:156"
"2650","54430:59"
"2651","54455:208"
"2652","54455:234"
"2653","54495:59"
"2654","54495:136"
"2655","54539:19"
"2656","54539:51"
"2657","54539:124"
"2658","54539:162"
"2659","54547:12"
"2660","54557:76"
"2661","54558:86"
"2662","54558:141"
"2663","54588:197"
"2664","54590:144"
"2665","54621:161"
"2666","54659:11"
"2667","54659:18"
"2668","54665:132"
"2669","54708:65"
"2670","54719:36"
"2671","54725:83"
"2672","54725:108"
"2673","54739:172"
"2674","54777:59"
"2675","54824:70"
"2676","54959:24"
"2677","54959:35"
"2678","55093:84"
"2679","55093:150"
"2680","55227:193"
"2681","55229:191"
"2682","55289:186"
"2683","55337:131"
"2684","55372:10"
"2685","55372:130"
"2686","55410:104"
"2687","55425:36"
"2688","55425:89"
"2689","55465:125"
"2690","55491:185"
"2691","55528:114"
"2692","55575:84"
"2693","55575:106"
"2694","55575:166"
"2695","55575:243"
"2696","55613:195"
"2697","55628:67"
"2698","55636:86"
"2699","55643:19"
"2700","55683:212"
"2701","55811:46"
"2702","55855:194"
"2703","55882:93"
"2704","55882:197"
"2705","55916:56"
"2706","55916:224"
"2707","55916:243"
"2708","55918:28"
"2709","55918:151"
"2710","56001:89"
"2711","56164:14"
"2712","56267:194"
"2713","56289:147"
"2714","56410:34"
"2715","56424:146"
"2716","56444:21"
"2717","56450:87"
"2718","56488:81"
"2719","56557:27"
"2720","56595:42"
"2721","56595:43"
"2722","56595:94"
"2723","56618:129"
"2724","56641:91"
"2725","56713:75"
"2726","56713:123"
"2727","56713:131"
"2728","56810:165"
"2729","56836:151"
"2730","56883:123"
"2731","56983:171"
"2732","57048:165"
"2733","57061:160"
"2734","57065:90"
"2735","57089:56"
"2736","57089:58"
"2737","57115:105"
"2738","57118:105"
"2739","57118:143"
"2740","57151:47"
"2741","57171:31"
"2742","57193:126"
"2743","57193:165"
"2744","57193:181"
"2745","57278:194"
"2746","57353:118"
"2747","57460:38"
"2748","57462:48"
"2749","57498:19"
"2750","57556:176"
"2751","57564:119"
"2752","57564:198"
"2753","57603:183"
"2754","57603:209"
"2755","57612:205"
"2756","57690:53"
"2757","57792:42"
"2758","57825:87"
"2759","57825:107"
"2760","57861:147"
"2761","57901:119"
"2762","57912:168"
"2763","57944:80"
"2764","58001:15"
"2765","58112:90"
"2766","58118:106"
"2767","58128:162"
"2768","58158:153"
"2769","58289:228"
"2770","58455:111"
"2771","58467:175"
"2772","58511:91"
"2773","58511:146"
"2774","58511:165"
"2775","58557:35"
"2776","58585:25"
"2777","58585:90"
"2778","58585:92"
"2779","58585:127"
"2780","58585:132"
"2781","58605:119"
"2782","58605:145"
"2783","58633:147"
"2784","58703:30"
"2785","58768:145"
"2786","58768:202"
"2787","58768:224"
"2788","58796:122"
"2789","58849:61"
"2790","58849:66"
"2791","58874:230"
"2792","58916:21"
"2793","58916:78"
"2794","58916:80"
"2795","58919:210"
"2796","59017:168"
"2797","59031:148"
"2798","59120:19"
"2799","59231:23"
"2800","59259:183"
"2801","59277:123"
"2802","59277:189"
"2803","59304:164"
"2804","59304:240"
"2805","59342:172"
"2806","59350:164"
"2807","59350:202"
"2808","59403:154"
"2809","59403:155"
"2810","59413:24"
"2811","59461:45"
"2812","59596:170"
"2813","59596:195"
"2814","59625:136"
"2815","59625:147"
"2816","59625:161"
"2817","59625:169"
"2818","59625:173"
"2819","59625:187"
"2820","59659:138"
"2821","59662:100"
"2822","59662:188"
"2823","59751:34"
"2824","59751:44"
"2825","59751:144"
"2826","59757:189"
"2827","59829:113"
"2828","59842:100"
"2829","59842:116"
"2830","59842:142"
"2831","59842:145"
"2832","59846:176"
"2833","59905:100"
"2834","59923:220"
"2835","59993:11"
"2836","59993:29"
"2837","60006:119"
"2838","60090:85"
"2839","60095:9"
"2840","60095:23"
"2841","60095:165"
"2842","60114:141"
"2843","60191:35"
"2844","60206:72"
"2845","60206:115"
"2846","60206:117"
"2847","60218:118"
"2848","60365:33"
"2849","60474:20"
"2850","60474:34"
"2851","60485:8"
"2852","60485:85"
"2853","60485:87"
"2854","60485:99"
"2855","60485:224"
"2856","60558:33"
"2857","60604:77"
"2858","60659:89"
"2859","60739:32"
"2860","60799:214"
"2861","60801:83"
"2862","60809:214"
"2863","60819:139"
"2864","60898:135"
"2865","60898:136"
"2866","60912:135"
"2867","60971:85"
"2868","60978:16"
"2869","60978:57"
"2870","60978:71"
"2871","60978:75"
"2872","60978:81"
"2873","60978:105"
"2874","61022:15"
"2875","61022:77"
"2876","61022:121"
"2877","61022:128"
"2878","61022:129"
"2879","61022:135"
"2880","61022:169"
"2881","61022:213"
"2882","61022:220"
"2883","61031:175"
"2884","61031:193"
"2885","61031:206"
"2886","61100:104"
"2887","61254:179"
"2888","61273:205"
"2889","61278:156"
"2890","61298:118"
"2891","61299:79"
"2892","61299:118"
"2893","61299:134"
"2894","61316:216"
"2895","61344:108"
"2896","61358:45"
"2897","61358:117"
"2898","61462:169"
"2899","61469:38"
"2900","61469:45"
"2901","61525:33"
"2902","61525:59"
"2903","61535:11"
